nome_estacao,codigo,municipio,estacao,latitude,longitude,regiao,rpga,01_06_21,02_06_21,03_06_21,04_06_21,05_06_21,06_06_21,07_06_21,08_06_21,09_06_21,10_06_21,11_06_21,12_06_21,13_06_21,14_06_21,15_06_21,16_06_21,total
Pé de Serra,PG-CL-07,Pé de Serra,Pé de Serra - PG-CL-07,-11.837,-39.659,Nordeste,RPGA do Rio Paraguaçu,0.0,0.4,0.0,0.0,5.8,0.0,1.2,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4,9.21
Caldas do Jorro),IT-CL-05,Tucano,Tucano (Caldas do Jorro) - IT-CL-05,-11.035,-38.804,Nordeste,RPGA do Rio Itapicuru,0.0,0.0,13.6,1.2,3.2,4.6,0.6,0.4,0.0,0.0,0.0,1.2,0.0,1.0,0.0,0.0,25.8
Saúde,IT-CL-04,Saúde,Saúde - IT-CL-04,-10.957,-40.383,Nordeste,RPGA do Rio Itapicuru,0.0,0.0,0.6,0.0,2.2,0.4,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.8,1.0,0.4,5.81
Lajinha),IT-CL-06,Várzea do Poço,Várzea do Poço (Lajinha) - IT-CL-06,-11.496,-40.345,Nordeste,RPGA do Rio Itapicuru,0.0,0.0,0.4,0.6,6.0,1.4,1.8,0.2,0.0,0.2,0.0,0.0,0.0,0.6,0.2,0.2,11.6
Centro),293010501A,Senhor do Bonfim,Senhor do Bonfim (Centro) - 293010501A,-10.464,-40.19,Nordeste,RPGA do Rio Itapicuru,0.0,0.0,0.0,0.0,1.78,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.79,0.0,3.97
Itapeipu),IT-PR-34,Jacobina,Jacobina (Itapeipu) - IT-PR-34,-11.316,-40.357,Nordeste,RPGA do Rio Itapicuru,0.0,0.0,1.2,0.6,3.6,0.0,3.2,0.0,0.0,0.8,0.0,0.0,0.0,1.4,1.6,0.2,12.61
Carrapichel),IT-PR-37,Senhor do Bonfim,Senhor do Bonfim (Carrapichel) - IT-PR-37,-10.388,-40.22,Nordeste,RPGA do Rio Itapicuru,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.2,0.4,0.0,1.8
Santaluz,IT-PR-17,Santaluz,Santaluz - IT-PR-17,-11.248,-39.376,Nordeste,RPGA do Rio Itapicuru,0.0,0.0,0.4,0.0,12.0,0.2,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.8,0.0,19.8
Fazenda Boa Vista),IT-PR-18,Uauá,Uauá (Fazenda Boa Vista) - IT-PR-18,-10.059,-39.706,Nordeste,RPGA do Rio Itapicuru,0.0,0.0,2.6,0.2,3.4,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,6.81
Ribeira do Amparo,A458,Ribeira do Amparo,Ribeira do Amparo - A458,-11.059,-38.444,Nordeste,RPGA do Rio Itapicuru,0.0,0.2,3.4,1.0,4.2,2.8,1.0,0.2,0.0,0.2,0.0,0.0,0.0,3.0,0.2,0.2,16.4
Quijingue,IT-PR-25,Quijingue,Quijingue - IT-PR-25,-10.784,-39.208,Nordeste,RPGA do Rio Itapicuru,0.2,0.0,5.8,0.4,1.2,1.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.0,10.4
Inhambupe,RN-CL-10,Inhambupe,Inhambupe - RN-CL-10,-11.693,-38.314,Nordeste,RPGA do Recôncavo Norte,0.4,0.8,7.6,2.6,4.8,1.4,2.2,2.4,0.2,0.2,0.2,0.2,0.0,18.2,0.6,0.0,41.8
Curral Falso),IT-PR-01,Ribeira do Pombal,Ribeira do Pombal (Curral Falso) - IT-PR-01,-10.698,-38.571,Nordeste,RPGA do Rio Itapicuru,0.0,0.0,2.2,1.0,7.0,1.8,3.4,0.2,0.0,2.0,0.0,0.0,0.0,3.8,1.2,0.0,22.6
Ribeira do Pombal,IT-PR-04,Ribeira do Pombal,Ribeira do Pombal - IT-PR-04,-10.823,-38.546,Nordeste,RPGA do Rio Itapicuru,0.0,0.0,2.6,0.4,5.8,2.6,2.0,0.2,0.0,0.2,0.0,0.0,0.0,2.6,0.0,0.0,16.4
BR 116 E. Cunha / Tucano),IT-PR-05,Quijingue,Quijingue (BR 116 E. Cunha / Tucano) - IT-PR-05,-10.71,-38.923,Nordeste,RPGA do Rio Itapicuru,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Crisópolis,IT-PR-08,Crisópolis,Crisópolis - IT-PR-08,-11.511,-38.121,Nordeste,RPGA do Rio Itapicuru,0.0,3.0,0.2,0.0,0.2,2.2,0.2,0.0,0.2,0.0,0.6,0.0,0.0,11.0,0.4,0.4,18.4
Boa Hora),IT-PR-13,Ribeira do Amparo,Ribeira do Amparo (Boa Hora) - IT-PR-13,-10.965,-38.523,Nordeste,RPGA do Rio Itapicuru,0.0,0.0,3.4,1.0,3.4,0.4,0.2,0.4,0.0,0.2,0.0,0.0,0.0,1.6,0.2,0.0,10.8
Jeremoabo,A450,Jeremoabo,Jeremoabo - A450,-10.081,-38.346,Nordeste,RPGA do Rio Vaza-Barris,0.2,0.2,4.8,2.0,17.4,1.0,0.2,0.0,0.0,1.6,2.8,0.0,0.0,0.8,2.4,0.0,33.4
Fazenda Alecrim ),IT-FR-21,Filadélfia,Filadélfia (Fazenda Alecrim ) - IT-FR-21,-10.752,-40.224,Nordeste,RPGA do Rio Itapicuru,0.0,0.0,0.2,0.0,4.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.8,0.0,15.0
Queimadas,IT-FR-26,Queimadas,Queimadas - IT-FR-26,-10.973,-39.633,Nordeste,RPGA do Rio Itapicuru,0.0,0.0,0.8,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,1.0,0.0,11.6
Quixabeira,292593101C,Quixabeira,Quixabeira - 292593101C,-11.373,-40.129,Nordeste,RPGA do Rio Itapicuru,0.0,0.0,0.0,0.0,3.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,4.4
Teofilândia,293150901C,Teofilândia,Teofilândia - 293150901C,-11.506,-38.948,Nordeste,RPGA do Recôncavo Norte,0.0,0.0,4.4,1.0,6.8,1.6,1.8,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,16.0
Itaberaba),291840701A,Juazeiro,Juazeiro (Itaberaba) - 291840701A,-9.448,-40.485,Norte,RPGA dos Rios Macururé e Curaçá,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
Maria Gorete),291840703A,Juazeiro,Juazeiro (Maria Gorete) - 291840703A,-9.42,-40.499,Norte,RPGA dos Rios Macururé e Curaçá,0.0,0.0,0.4,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
João Paulo II),291840704A,Juazeiro,Juazeiro (João Paulo II) - 291840704A,-9.471,-40.498,Norte,RPGA dos Rios Macururé e Curaçá,0.0,0.0,0.2,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Lapão,291915701A,Lapão,Lapão - 291915701A,-11.38,-41.83,Norte,RPGA dos Rios Verde e Jacaré,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.4
Centro),290115501A,América Dourada,América Dourada (Centro) - 290115501A,-11.45,-41.434,Norte,RPGA dos Rios Verde e Jacaré,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Irecê,A424,Irecê,Irecê - A424,-11.329,-41.865,Norte,RPGA dos Rios Verde e Jacaré,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Várzea Nova,SA-CL-02,Várzea Nova,Várzea Nova - SA-CL-02,-11.24,-40.936,Norte,RPGA do Rio Salitre,0.0,0.0,0.0,0.0,3.6,0.2,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.4,0.0,0.0,4.61
CODEVASF Salitre),MC-CL-01,Juazeiro,Juazeiro (CODEVASF Salitre) - MC-CL-01,-9.488,-40.613,Norte,RPGA dos Rios Macururé e Curaçá,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campo Formoso,IT-CL-02,Campo Formoso,Campo Formoso - IT-CL-02,-10.471,-40.334,Norte,RPGA do Rio Itapicuru,0.4,0.0,2.0,0.2,12.0,1.2,0.4,0.2,0.0,0.2,2.0,0.0,0.0,3.0,4.0,0.0,25.6
Sento Sé,SO-CL-01,Sento Sé,Sento Sé - SO-CL-01,-9.782,-41.819,Norte,RPGA do Lago de Sobradinho,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
Itaguaçu da Bahia,VJ-CL-03,Itaguaçu da Bahia,Itaguaçu da Bahia - VJ-CL-03,-10.955,-42.346,Norte,RPGA dos Rios Verde e Jacaré,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Juazeiro,48020000,Juazeiro,Juazeiro - 48020000,-9.406,-40.504,Norte,RPGA dos Rios Macururé e Curaçá,0.0,0.0,0.2,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4
Ibipeba,VJ-CL-02,Ibipeba,Ibipeba - VJ-CL-02,-11.627,-42.064,Norte,RPGA dos Rios Verde e Jacaré,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,2.4
Mirangaba,IT-PR-29,Mirangaba,Mirangaba - IT-PR-29,-10.955,-40.575,Norte,RPGA do Rio Itapicuru,0.0,0.0,1.0,0.4,6.8,1.4,1.0,1.0,0.0,0.6,0.0,0.0,0.0,3.0,2.0,0.0,17.2
Nova Vida Montante),46590000,Barreiras,Barreiras (Nova Vida Montante) - 46590000,-11.868,-45.085,Oeste,RPGA do Rio Grande,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,22.9
Derocal),46455000,São Desidério,São Desidério (Derocal) - 46455000,-12.413,-45.121,Oeste,RPGA do Rio Grande,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arrojado),45770000,Correntina,Correntina (Arrojado) - 45770000,-13.453,-44.569,Oeste,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fazenda Santa Luzia),CA-CL-01,Cocos,Cocos (Fazenda Santa Luzia) - CA-CL-01,-14.855,-45.936,Oeste,RPGA do Rio Carinhanha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,0.6,9.4
Fazenda Morinaga),CT-CL-01,Correntina,Correntina (Fazenda Morinaga) - CT-CL-01,-13.752,-45.87,Oeste,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fazenda Barcelona),GR-CL-03,Formosa do Rio Preto,Formosa do Rio Preto (Fazenda Barcelona) - GR-CL-03,-11.591,-46.022,Oeste,RPGA do Rio Grande,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PCH Pres. Goulart-J),45600000,Correntina,Correntina (PCH Pres. Goulart-J) - 45600000,-13.334,-44.621,Oeste,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PCH Pres. Goulart-M1),45588000,Correntina,Correntina (PCH Pres. Goulart-M1) - 45588000,-13.341,-44.641,Oeste,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PCH Sítio Grande-J),46453500,São Desidério,São Desidério (PCH Sítio Grande-J) - 46453500,-12.429,-45.153,Oeste,RPGA do Rio Grande,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
J. Zoológico),A401,Salvador,Salvador (J. Zoológico) - A401,-13.006,-38.506,Recôncavo,RPGA do Recôncavo Norte,3.6,29.2,8.4,6.6,3.2,2.6,5.2,0.2,0.6,3.4,1.8,0.4,0.0,5.6,2.0,1.4,74.21
Periperi),292740820A,Salvador,Salvador (Periperi) - 292740820A,-12.867,-38.458,Recôncavo,RPGA do Recôncavo Norte,4.2,8.2,24.2,4.6,5.8,12.8,2.2,0.8,4.2,1.8,1.2,1.2,0.6,5.0,11.0,0.4,88.2
Mussurunga),292740821A,Salvador,Salvador (Mussurunga) - 292740821A,-12.908,-38.44,Recôncavo,RPGA do Recôncavo Norte,0.2,19.6,11.8,3.6,3.2,12.6,0.2,4.4,4.6,3.0,0.4,0.0,0.0,3.2,6.2,0.2,73.21
Itapuã),292740819A,Salvador,Salvador (Itapuã) - 292740819A,-12.948,-38.37,Recôncavo,RPGA do Recôncavo Norte,3.8,13.8,11.8,1.6,3.2,9.6,0.2,1.2,0.8,1.8,0.2,0.0,0.0,0.8,8.4,0.4,57.6
Tancredo Neves),292740823A,Salvador,Salvador (Tancredo Neves) - 292740823A,-12.945,-38.453,Recôncavo,RPGA do Recôncavo Norte,1.4,21.0,17.4,5.0,4.4,3.6,0.6,6.6,1.6,2.8,3.4,0.2,0.0,1.4,8.8,2.2,80.41
Estação Rádio Marinha),A456,Salvador,Salvador (Estação Rádio Marinha) - A456,-12.808,-38.496,Recôncavo,RPGA do Recôncavo Norte,10.0,3.4,15.2,3.4,3.4,9.4,2.8,0.0,0.4,6.0,4.8,0.0,1.8,15.8,8.2,0.4,85.0
Cruz das Almas,83222,Cruz das Almas,Cruz das Almas - 83222,-12.667,-39.083,Recôncavo,RPGA do Rio Paraguaçu,0.2,2.2,0.4,1.8,10.0,3.0,6.1,0.4,0.0,3.4,0.9,0.0,1.0,14.0,1.6,0.3,45.3
Cachoeira,290490201A,Cachoeira,Cachoeira - 290490201A,-12.608,-38.961,Recôncavo,RPGA do Rio Paraguaçu,2.4,6.6,0.4,1.8,5.6,6.2,11.0,5.6,0.0,14.8,3.8,0.0,0.0,8.6,5.0,1.8,73.6
Santanópolis,292830701C,Santanópolis,Santanópolis - 292830701C,-12.02,-38.849,Recôncavo,RPGA do Recôncavo Norte,0.0,0.0,3.6,0.0,5.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.6,0.0,0.6,17.21
Centro),291345701A,Igrapiúna,Igrapiúna (Centro) - 291345701A,-13.819,-39.142,Recôncavo,RPGA do Recôncavo Sul,0.2,0.0,2.8,2.2,16.6,8.2,13.2,0.0,16.0,6.6,2.8,0.2,12.8,1.0,0.2,0.0,82.8
São Félix,292900801A,São Félix,São Félix - 292900801A,-12.607,-38.97,Recôncavo,RPGA do Rio Paraguaçu,0.8,3.6,0.8,2.0,3.2,5.6,10.2,4.0,1.2,12.2,4.0,0.2,0.0,6.0,3.8,0.6,58.2
Góes Calmon),293070901A,Simões Filho,Simões Filho (Góes Calmon) - 293070901A,-12.78,-38.353,Recôncavo,RPGA do Recôncavo Norte,2.6,4.2,3.2,2.0,5.6,5.8,2.4,1.0,0.4,8.2,7.0,0.2,1.0,14.8,4.2,2.2,64.81
Centro),293070903A,Simões Filho,Simões Filho (Centro) - 293070903A,-12.788,-38.397,Recôncavo,RPGA do Recôncavo Norte,1.4,8.4,7.8,2.4,3.0,2.2,4.2,1.4,1.2,8.6,4.6,3.6,0.4,8.8,1.2,0.4,59.6
Amargosa,A434,Amargosa,Amargosa - A434,-13.009,-39.617,Recôncavo,RPGA do Recôncavo Sul,1.0,0.0,1.0,0.0,20.0,8.4,5.8,0.0,0.0,1.0,1.0,0.0,2.2,0.2,0.0,0.0,40.6
Ondina),83229,Salvador,Salvador (Ondina) - 83229,-13.005,-38.506,Recôncavo,RPGA do Recôncavo Norte,3.6,31.1,8.5,7.2,3.2,2.5,5.4,0.0,0.8,3.6,1.9,0.3,0.0,5.7,2.0,1.6,77.4
Feira de Santana,PG-PR-13,Feira de Santana,Feira de Santana - PG-PR-13,-12.268,-38.966,Recôncavo,RPGA do Rio Paraguaçu,0.2,0.2,0.2,0.2,1.6,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.8,0.2,17.4
Centro),292740802A,Salvador,Salvador (Centro) - 292740802A,-12.978,-38.516,Recôncavo,RPGA do Recôncavo Norte,1.58,38.41,6.33,9.66,0.4,7.9,6.9,3.75,1.77,7.48,0.4,2.17,0.0,7.29,8.91,3.15,106.11
São tomé de Paripe),292740806A,Salvador,Salvador (São tomé de Paripe) - 292740806A,-12.796,-38.489,Recôncavo,RPGA do Recôncavo Norte,1.99,8.78,20.73,1.19,9.44,2.56,3.77,0.4,1.18,3.72,5.51,0.0,0.79,9.66,8.88,2.18,80.78
Federação),292740803A,Salvador,Salvador (Federação) - 292740803A,-13.001,-38.511,Recôncavo,RPGA do Recôncavo Norte,1.57,39.1,10.82,6.7,3.35,1.97,6.11,0.2,0.99,2.55,2.37,0.0,0.0,3.74,3.55,1.57,84.59
Cabula),292740810A,Salvador,Salvador (Cabula) - 292740810A,-12.961,-38.461,Recôncavo,RPGA do Recôncavo Norte,2.95,30.19,13.59,9.06,2.56,3.36,0.0,3.94,0.2,1.98,2.17,0.0,0.0,1.98,6.51,1.57,80.07
Santo Estevão,PG-CL-08,Santo Estevão,Santo Estevão - PG-CL-08,-12.435,-39.212,Recôncavo,RPGA do Rio Paraguaçu,0.8,0.0,1.2,1.2,3.2,1.0,8.4,0.0,0.2,1.8,1.4,0.2,0.0,5.8,0.8,0.0,26.0
Caminho das Árvores),292740815A,Salvador,Salvador (Caminho das Árvores) - 292740815A,-12.977,-38.454,Recôncavo,RPGA do Recôncavo Norte,5.7,41.84,15.55,5.51,2.17,7.33,0.0,0.99,0.2,2.57,2.37,0.0,0.0,1.78,6.9,1.57,94.48
Águas Claras),292740808A,Salvador,Salvador (Águas Claras) - 292740808A,-12.894,-38.442,Recôncavo,RPGA do Recôncavo Norte,0.99,8.08,36.99,3.54,2.17,13.78,1.58,0.0,5.12,0.59,7.68,0.99,0.2,1.98,9.69,0.6,93.98
Alto do Peru),292740812A,Salvador,Salvador (Alto do Peru) - 292740812A,-12.939,-38.486,Recôncavo,RPGA do Recôncavo Norte,10.02,17.71,12.8,8.29,2.36,7.53,0.78,2.96,0.6,4.54,5.31,0.0,1.18,2.97,7.9,0.8,85.76
CAB),292740811A,Salvador,Salvador (CAB) - 292740811A,-12.943,-38.421,Recôncavo,RPGA do Recôncavo Norte,1.58,16.75,22.26,1.78,2.76,6.9,0.4,4.14,0.99,5.13,1.78,0.0,0.0,0.98,8.86,2.57,76.88
